Order_ID,Order_Date,Region,State,City,Salesperson,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Customer_Segment,Payment_Mode
ORD-0252,2025-06-06,West,Gujarat,Surat,Ananya,Home Appliances,Cleaning,Vacuum Cleaner,6,9800,0.05,55860.0,43738.32,12121.68,Consumer,Credit Card
ORD-0118,2025-06-06,South,Karnataka,Mysuru,Kabir,Home Appliances,Kitchen,Electric Kettle,5,1800,0.15,7650.0,5629.98,2020.02,Consumer,UPI
ORD-0161,2025-06-07,East,Jharkhand,Ranchi,Meera,Furniture,Storage,Bookshelf,2,8500,0.1,15300.0,11599.68,3700.32,Corporate,Debit Card
ORD-0089,2025-06-07,East,Odisha,Cuttack,Meera,Electronics,Mobiles,Budget Phone,4,14000,0.2,44800.0,35461.3,9338.7,Small Business,Credit Card
ORD-0149,2025-06-08,South,Kerala,Kozhikode,Arjun,Electronics,Accessories,Power Bank,7,1800,0.15,10710.0,8524.64,2185.36,Consumer,Net Banking
ORD-0130,2025-06-08,North,Haryana,Panipat,Diya,Electronics,Laptops,Business Laptop,7,68000,0.05,452200.0,326387.58,125812.42,Corporate,Credit Card
ORD-0108,2025-06-09,East,West Bengal,Kolkata,Kabir,Electronics,Accessories,Smart Watch,2,6500,0.1,11700.0,7650.13,4049.87,Consumer,UPI
ORD-0268,2025-06-10,East,West Bengal,Durgapur,Aarav,Electronics,Laptops,Laptop Pro,5,82000,0.1,369000.0,301653.23,67346.77,Small Business,Net Banking
ORD-0219,2025-06-11,West,Rajasthan,Udaipur,Kabir,Furniture,Tables,Study Table,3,6500,0.1,17550.0,14551.0,2999.0,Corporate,Credit Card
ORD-0360,2025-06-12,West,Goa,Margao,Ananya,Electronics,Mobiles,Budget Phone,2,14000,0.15,23800.0,18862.1,4937.9,Small Business,UPI
ORD-0385,2025-06-13,East,Bihar,Patna,Diya,Furniture,Chairs,Visitor Chair,7,3200,0.0,22400.0,14623.5,7776.5,Consumer,Debit Card
ORD-0454,2025-06-14,East,Odisha,Cuttack,Meera,Furniture,Storage,Bookshelf,5,8500,0.05,40375.0,25047.1,15327.9,Consumer,Net Banking
ORD-0329,2025-06-15,West,Maharashtra,Nagpur,Arjun,Furniture,Tables,Conference Table,4,28000,0.1,100800.0,67641.24,33158.76,Corporate,Debit Card
ORD-0154,2025-06-16,South,Tamil Nadu,Chennai,Rohan,Electronics,Laptops,Business Laptop,4,68000,0.1,244800.0,182925.61,61874.39,Consumer,UPI
ORD-0504,2025-06-17,South,Kerala,Thiruvananthapuram,Meera,Electronics,Mobiles,Budget Phone,6,14000,0.0,84000.0,58885.26,25114.74,Consumer,Credit Card
ORD-0495,2025-06-18,East,Jharkhand,Ranchi,Rohan,Furniture,Chairs,Office Chair,5,7500,0.0,37500.0,29183.68,8316.32,Consumer,Net Banking
ORD-0234,2025-06-19,South,Karnataka,Mangaluru,Ananya,Electronics,Mobiles,Smartphone Pro,2,42000,0.15,71400.0,46092.31,25307.69,Consumer,Net Banking
ORD-0156,2025-06-21,West,Gujarat,Vadodara,Diya,Furniture,Chairs,Executive Chair,3,12500,0.0,37500.0,23681.8,13818.2,Consumer,Cash
ORD-0312,2025-06-24,West,Goa,Vasco da Gama,Diya,Furniture,Storage,Bookshelf,6,8500,0.15,43350.0,33352.42,9997.58,Consumer,Credit Card
ORD-0549,2025-06-25,West,Gujarat,Vadodara,Arjun,Home Appliances,Cooling,Room Heater,4,4800,0.05,18240.0,14903.53,3336.47,Consumer,Debit Card
ORD-0491,2025-06-26,South,Karnataka,Mysuru,Kabir,Electronics,Mobiles,Smartphone Pro,4,42000,0.05,159600.0,113145.73,46454.27,Small Business,Credit Card
ORD-0323,2025-06-27,South,Telangana,Warangal,Ananya,Furniture,Tables,Conference Table,7,28000,0.1,176400.0,132057.8,44342.2,Consumer,Credit Card
ORD-0523,2025-06-28,West,Goa,Vasco da Gama,Ishita,Electronics,Accessories,Smart Watch,6,6500,0.1,35100.0,29379.66,5720.34,Consumer,Debit Card
ORD-0289,2025-06-28,East,Odisha,Cuttack,Diya,Office Supplies,Paper,Photo Paper,6,900,0.1,4860.0,3624.51,1235.49,Consumer,UPI
ORD-0327,2025-07-01,West,Rajasthan,Udaipur,Rohan,Home Appliances,Kitchen,Air Fryer,2,6500,0.15,11050.0,7456.34,3593.66,Consumer,UPI
ORD-0356,2025-07-03,North,Haryana,Faridabad,Ishita,Office Supplies,Stationery,Desk Organizer,4,550,0.1,1980.0,1512.21,467.79,Consumer,Debit Card
ORD-0247,2025-07-03,South,Kerala,Kochi,Arjun,Furniture,Tables,Office Desk,4,14500,0.0,58000.0,45021.0,12979.0,Consumer,Net Banking
ORD-0513,2025-07-03,South,Tamil Nadu,Madurai,Arjun,Electronics,Mobiles,Budget Phone,4,14000,0.05,53200.0,34001.86,19198.14,Corporate,Credit Card
ORD-0304,2025-07-04,East,Bihar,Patna,Rohan,Home Appliances,Cleaning,Steam Mop,7,5200,0.05,34580.0,24816.76,9763.24,Consumer,Credit Card
ORD-0347,2025-07-04,North,Delhi,Noida,Ishita,Home Appliances,Cleaning,Vacuum Cleaner,6,9800,0.2,47040.0,35076.66,11963.34,Consumer,Net Banking
ORD-0372,2025-07-06,South,Tamil Nadu,Coimbatore,Meera,Office Supplies,Writing,Ball Pen Set,7,250,0.05,1662.5,1097.24,565.26,Small Business,UPI
ORD-0278,2025-07-08,East,Bihar,Gaya,Ananya,Home Appliances,Kitchen,Mixer Grinder,3,4200,0.0,12600.0,10103.74,2496.26,Corporate,Debit Card
ORD-0457,2025-07-08,North,Punjab,Ludhiana,Diya,Furniture,Tables,Office Desk,5,14500,0.1,65250.0,50309.91,14940.09,Small Business,Debit Card
ORD-0221,2025-07-09,South,Telangana,Warangal,Meera,Office Supplies,Paper,A4 Paper Pack,5,450,0.1,2025.0,1636.02,388.98,Consumer,UPI
ORD-0598,2025-07-09,East,Bihar,Muzaffarpur,Arjun,Electronics,Mobiles,Smartphone Pro,7,42000,0.1,264600.0,175134.5,89465.5,Consumer,Debit Card
ORD-0176,2025-07-09,South,Karnataka,Mangaluru,Arjun,Electronics,Laptops,Laptop Pro,1,82000,0.1,73800.0,54365.99,19434.01,Small Business,Net Banking
ORD-0363,2025-07-11,East,West Bengal,Durgapur,Kabir,Electronics,Accessories,Power Bank,4,1800,0.1,6480.0,4168.5,2311.5,Consumer,Credit Card
ORD-0286,2025-07-11,North,Uttar Pradesh,Lucknow,Aarav,Home Appliances,Cooling,Air Cooler,4,12500,0.1,45000.0,32209.71,12790.29,Consumer,Credit Card
ORD-0442,2025-07-11,North,Punjab,Ludhiana,Rohan,Office Supplies,Stationery,Calculator,7,750,0.1,4725.0,3254.02,1470.98,Consumer,Credit Card
ORD-0042,2025-07-13,West,Goa,Panaji,Rohan,Electronics,Accessories,Smart Watch,5,6500,0.05,30875.0,21836.76,9038.24,Corporate,UPI
ORD-0109,2025-07-14,East,West Bengal,Howrah,Aarav,Home Appliances,Cooling,Air Cooler,3,12500,0.05,35625.0,25823.45,9801.55,Small Business,UPI
ORD-0498,2025-07-16,South,Tamil Nadu,Chennai,Diya,Electronics,Mobiles,Smartphone Pro,4,42000,0.05,159600.0,128079.72,31520.28,Small Business,Debit Card
ORD-0459,2025-07-17,West,Rajasthan,Jaipur,Meera,Office Supplies,Writing,Ball Pen Set,3,250,0.05,712.5,591.3,121.2,Small Business,UPI
ORD-0276,2025-07-18,South,Kerala,Thiruvananthapuram,Arjun,Furniture,Chairs,Visitor Chair,4,3200,0.15,10880.0,7421.78,3458.22,Small Business,Net Banking
ORD-0172,2025-07-19,East,Jharkhand,Ranchi,Aarav,Electronics,Laptops,Laptop Pro,4,82000,0.15,278800.0,223466.31,55333.69,Corporate,UPI
ORD-0016,2025-07-20,North,Haryana,Faridabad,Ananya,Electronics,Laptops,Laptop Pro,6,82000,0.1,442800.0,283331.67,159468.33,Corporate,Debit Card
ORD-0394,2025-07-20,North,Uttar Pradesh,Kanpur,Diya,Electronics,Mobiles,Smartphone Pro,4,42000,0.05,159600.0,115290.91,44309.09,Consumer,UPI
ORD-0400,2025-07-20,South,Kerala,Thiruvananthapuram,Rohan,Electronics,Laptops,Business Laptop,5,68000,0.2,272000.0,202494.18,69505.82,Consumer,Credit Card
ORD-0231,2025-07-21,East,Jharkhand,Ranchi,Ananya,Office Supplies,Paper,A4 Paper Pack,1,450,0.15,382.5,265.74,116.76,Consumer,UPI
ORD-0194,2025-07-22,East,West Bengal,Howrah,Ananya,Furniture,Storage,Filing Cabinet,7,9200,0.05,61180.0,47790.07,13389.93,Consumer,Net Banking
ORD-0293,2025-07-23,West,Gujarat,Surat,Arjun,Furniture,Tables,Study Table,5,6500,0.0,32500.0,24312.61,8187.39,Consumer,UPI
ORD-0263,2025-07-24,South,Karnataka,Mangaluru,Arjun,Electronics,Accessories,Wireless Earbuds,1,2500,0.15,2125.0,1599.54,525.46,Consumer,Debit Card
ORD-0250,2025-07-24,East,Odisha,Cuttack,Kabir,Furniture,Tables,Study Table,7,6500,0.1,40950.0,30075.21,10874.79,Corporate,UPI
ORD-0399,2025-07-25,North,Haryana,Gurugram,Arjun,Home Appliances,Cooling,Tower Fan,5,7200,0.0,36000.0,25504.06,10495.94,Small Business,UPI
ORD-0162,2025-07-25,North,Haryana,Faridabad,Ananya,Electronics,Mobiles,Budget Phone,2,14000,0.0,28000.0,18737.46,9262.54,Corporate,Net Banking
ORD-0318,2025-07-25,South,Tamil Nadu,Chennai,Meera,Home Appliances,Kitchen,Electric Kettle,2,1800,0.05,3420.0,2286.01,1133.99,Corporate,Debit Card
ORD-0367,2025-07-27,South,Telangana,Warangal,Meera,Electronics,Mobiles,Budget Phone,1,14000,0.0,14000.0,11439.32,2560.68,Consumer,UPI
ORD-0019,2025-07-27,South,Tamil Nadu,Coimbatore,Kabir,Home Appliances,Kitchen,Electric Kettle,7,1800,0.05,11970.0,8341.01,3628.99,Small Business,Credit Card
ORD-0157,2025-07-27,South,Kerala,Kozhikode,Diya,Furniture,Chairs,Office Chair,5,7500,0.1,33750.0,22416.93,11333.07,Consumer,Credit Card
ORD-0202,2025-07-29,West,Goa,Panaji,Diya,Office Supplies,Stationery,Stapler,7,280,0.0,1960.0,1601.97,358.03,Consumer,Credit Card
ORD-0077,2025-07-29,East,Jharkhand,Dhanbad,Aarav,Furniture,Tables,Conference Table,4,28000,0.15,95200.0,61937.65,33262.35,Consumer,Debit Card
ORD-0537,2025-07-29,East,Jharkhand,Dhanbad,Ishita,Office Supplies,Stationery,Calculator,4,750,0.0,3000.0,2099.11,900.89,Corporate,Credit Card
ORD-0206,2025-07-30,West,Gujarat,Surat,Ananya,Office Supplies,Paper,A4 Paper Pack,1,450,0.15,382.5,282.66,99.84,Consumer,Credit Card
ORD-0174,2025-07-30,North,Delhi,New Delhi,Arjun,Furniture,Tables,Conference Table,6,28000,0.2,134400.0,112031.13,22368.87,Corporate,Credit Card
ORD-0282,2025-08-01,South,Tamil Nadu,Coimbatore,Ishita,Electronics,Accessories,Smart Watch,4,6500,0.2,20800.0,16347.44,4452.56,Corporate,Debit Card
ORD-0430,2025-08-02,East,Odisha,Cuttack,Rohan,Electronics,Accessories,Wireless Earbuds,6,2500,0.0,15000.0,11709.57,3290.43,Consumer,UPI
ORD-0408,2025-08-03,West,Goa,Vasco da Gama,Rohan,Home Appliances,Cooling,Tower Fan,2,7200,0.05,13680.0,11294.76,2385.24,Consumer,Credit Card
ORD-0138,2025-08-04,North,Haryana,Gurugram,Kabir,Electronics,Accessories,Smart Watch,4,6500,0.0,26000.0,21763.52,4236.48,Consumer,Cash
ORD-0050,2025-08-05,North,Haryana,Gurugram,Ishita,Office Supplies,Writing,Marker Set,1,320,0.05,304.0,238.61,65.39,Small Business,Credit Card
ORD-0294,2025-08-07,South,Kerala,Kozhikode,Rohan,Electronics,Laptops,Laptop Pro,6,82000,0.0,492000.0,369481.73,122518.27,Small Business,UPI
ORD-0446,2025-08-10,South,Telangana,Nizamabad,Kabir,Home Appliances,Cleaning,Robot Vacuum,2,26000,0.0,52000.0,40049.55,11950.45,Small Business,Net Banking
ORD-0115,2025-08-10,West,Gujarat,Vadodara,Rohan,Office Supplies,Writing,Ball Pen Set,2,250,0.05,475.0,360.61,114.39,Consumer,Net Banking
ORD-0175,2025-08-11,South,Tamil Nadu,Coimbatore,Meera,Home Appliances,Cleaning,Steam Mop,7,5200,0.0,36400.0,30318.62,6081.38,Corporate,Debit Card
ORD-0114,2025-08-11,West,Goa,Vasco da Gama,Diya,Electronics,Mobiles,Smartphone Pro,3,42000,0.2,100800.0,76507.1,24292.9,Corporate,Credit Card
ORD-0588,2025-08-15,West,Gujarat,Vadodara,Meera,Electronics,Laptops,Laptop Pro,2,82000,0.15,139400.0,101564.0,37836.0,Consumer,Debit Card
ORD-0456,2025-08-16,North,Uttar Pradesh,Lucknow,Ananya,Electronics,Accessories,Power Bank,1,1800,0.1,1620.0,1043.82,576.18,Small Business,UPI
ORD-0193,2025-08-16,South,Telangana,Warangal,Meera,Electronics,Laptops,Business Laptop,2,68000,0.15,115600.0,78491.31,37108.69,Consumer,Debit Card
ORD-0240,2025-08-16,South,Karnataka,Mysuru,Ishita,Home Appliances,Kitchen,Electric Kettle,3,1800,0.1,4860.0,3113.35,1746.65,Corporate,Credit Card
ORD-0490,2025-08-17,South,Telangana,Hyderabad,Diya,Office Supplies,Stationery,Stapler,5,280,0.05,1330.0,854.02,475.98,Corporate,Net Banking
ORD-0350,2025-08-17,South,Karnataka,Mangaluru,Aarav,Electronics,Laptops,Business Laptop,2,68000,0.15,115600.0,86675.55,28924.45,Corporate,Debit Card
ORD-0345,2025-08-17,South,Telangana,Warangal,Ishita,Electronics,Accessories,Power Bank,1,1800,0.1,1620.0,1326.34,293.66,Corporate,Credit Card
ORD-0062,2025-08-19,South,Telangana,Nizamabad,Ishita,Electronics,Accessories,Wireless Earbuds,4,2500,0.0,10000.0,6908.57,3091.43,Consumer,UPI
ORD-0587,2025-08-20,North,Haryana,Faridabad,Ananya,Furniture,Storage,Storage Unit,5,11500,0.0,57500.0,37908.28,19591.72,Consumer,UPI
ORD-0355,2025-08-21,East,Bihar,Gaya,Aarav,Electronics,Laptops,Laptop Air,5,58000,0.15,246500.0,181286.41,65213.59,Consumer,UPI
ORD-0254,2025-08-23,North,Delhi,New Delhi,Rohan,Home Appliances,Kitchen,Electric Kettle,2,1800,0.0,3600.0,2433.35,1166.65,Consumer,UPI
ORD-0041,2025-08-23,North,Delhi,Noida,Kabir,Home Appliances,Cleaning,Robot Vacuum,2,26000,0.05,49400.0,40275.57,9124.43,Consumer,UPI
ORD-0310,2025-08-23,North,Uttar Pradesh,Lucknow,Meera,Office Supplies,Writing,Notebook,6,180,0.0,1080.0,689.45,390.55,Small Business,UPI
ORD-0486,2025-08-24,West,Maharashtra,Mumbai,Diya,Furniture,Chairs,Executive Chair,6,12500,0.1,67500.0,53805.99,13694.01,Consumer,Net Banking
ORD-0586,2025-08-25,South,Karnataka,Mangaluru,Diya,Electronics,Mobiles,Smartphone X,6,28000,0.15,142800.0,106864.92,35935.08,Small Business,Debit Card
ORD-0393,2025-08-25,North,Uttar Pradesh,Kanpur,Ishita,Electronics,Mobiles,Smartphone X,6,28000,0.05,159600.0,101056.73,58543.27,Consumer,Debit Card
ORD-0512,2025-08-25,West,Maharashtra,Mumbai,Kabir,Furniture,Tables,Study Table,5,6500,0.15,27625.0,21436.46,6188.54,Small Business,Credit Card
ORD-0511,2025-08-26,South,Telangana,Warangal,Arjun,Home Appliances,Cooling,Tower Fan,3,7200,0.1,19440.0,16017.0,3423.0,Consumer,Credit Card
ORD-0010,2025-08-29,West,Rajasthan,Udaipur,Ananya,Furniture,Storage,Filing Cabinet,2,9200,0.05,17480.0,11613.33,5866.67,Corporate,Debit Card
ORD-0169,2025-08-30,North,Haryana,Gurugram,Rohan,Office Supplies,Writing,Marker Set,5,320,0.05,1520.0,946.45,573.55,Small Business,Net Banking
ORD-0593,2025-08-31,West,Goa,Margao,Aarav,Office Supplies,Paper,Premium Paper,1,650,0.05,617.5,459.81,157.69,Consumer,Net Banking
ORD-0065,2025-08-31,South,Kerala,Kozhikode,Arjun,Electronics,Laptops,Laptop Pro,7,82000,0.0,574000.0,462247.42,111752.58,Consumer,Cash
ORD-0590,2025-09-01,South,Tamil Nadu,Chennai,Ananya,Office Supplies,Writing,Marker Set,2,320,0.05,608.0,459.97,148.03,Corporate,UPI
ORD-0270,2025-09-02,North,Punjab,Amritsar,Meera,Electronics,Accessories,Wireless Earbuds,3,2500,0.05,7125.0,5512.1,1612.9,Small Business,Debit Card
ORD-0541,2025-09-05,West,Goa,Panaji,Ananya,Furniture,Tables,Study Table,3,6500,0.1,17550.0,10977.46,6572.54,Corporate,Debit Card
ORD-0574,2025-09-05,North,Haryana,Gurugram,Ishita,Office Supplies,Stationery,Calculator,4,750,0.05,2850.0,2277.2,572.8,Small Business,Net Banking
ORD-0158,2025-09-05,West,Maharashtra,Nagpur,Ananya,Home Appliances,Kitchen,Electric Kettle,4,1800,0.2,5760.0,3596.58,2163.42,Consumer,Debit Card
ORD-0543,2025-09-06,South,Tamil Nadu,Coimbatore,Arjun,Electronics,Laptops,Business Laptop,6,68000,0.2,326400.0,241242.17,85157.83,Small Business,Cash
ORD-0359,2025-09-07,West,Goa,Vasco da Gama,Meera,Electronics,Accessories,Power Bank,6,1800,0.05,10260.0,8422.55,1837.45,Consumer,Debit Card
ORD-0102,2025-09-08,East,Jharkhand,Ranchi,Arjun,Office Supplies,Writing,Notebook,7,180,0.1,1134.0,950.15,183.85,Consumer,Credit Card
ORD-0420,2025-09-08,East,West Bengal,Howrah,Arjun,Electronics,Accessories,Wireless Earbuds,2,2500,0.05,4750.0,3819.91,930.09,Consumer,Debit Card
ORD-0492,2025-09-08,East,West Bengal,Kolkata,Ishita,Electronics,Accessories,Smart Watch,5,6500,0.05,30875.0,20510.94,10364.06,Consumer,UPI
ORD-0200,2025-09-11,West,Rajasthan,Jaipur,Kabir,Furniture,Tables,Office Desk,1,14500,0.0,14500.0,9198.0,5302.0,Small Business,Credit Card
ORD-0279,2025-09-11,East,Bihar,Gaya,Rohan,Home Appliances,Cooling,Air Cooler,4,12500,0.05,47500.0,29842.62,17657.38,Corporate,UPI
ORD-0579,2025-09-13,West,Goa,Margao,Meera,Office Supplies,Writing,Ball Pen Set,5,250,0.0,1250.0,1039.85,210.15,Corporate,UPI
ORD-0378,2025-09-13,East,West Bengal,Durgapur,Arjun,Home Appliances,Cooling,Tower Fan,3,7200,0.15,18360.0,13079.05,5280.95,Consumer,UPI
ORD-0493,2025-09-16,South,Tamil Nadu,Coimbatore,Diya,Home Appliances,Kitchen,Air Fryer,6,6500,0.0,39000.0,26903.2,12096.8,Corporate,UPI
ORD-0191,2025-09-17,North,Delhi,New Delhi,Ishita,Furniture,Chairs,Office Chair,2,7500,0.15,12750.0,9885.38,2864.62,Corporate,Credit Card
ORD-0068,2025-09-18,East,Bihar,Muzaffarpur,Arjun,Furniture,Storage,Storage Unit,1,11500,0.05,10925.0,7865.33,3059.67,Corporate,UPI
ORD-0182,2025-09-18,North,Uttar Pradesh,Noida,Kabir,Home Appliances,Kitchen,Electric Kettle,2,1800,0.1,3240.0,2587.42,652.58,Small Business,UPI
ORD-0539,2025-09-18,West,Maharashtra,Pune,Ishita,Home Appliances,Kitchen,Mixer Grinder,2,4200,0.1,7560.0,5133.18,2426.82,Corporate,UPI
ORD-0153,2025-09-20,East,Odisha,Bhubaneswar,Rohan,Furniture,Chairs,Office Chair,6,7500,0.0,45000.0,30617.95,14382.05,Corporate,Credit Card
ORD-0382,2025-09-20,East,West Bengal,Durgapur,Arjun,Electronics,Laptops,Business Laptop,3,68000,0.1,183600.0,124798.1,58801.9,Consumer,Credit Card
ORD-0257,2025-09-20,East,Bihar,Gaya,Ananya,Home Appliances,Kitchen,Mixer Grinder,7,4200,0.1,26460.0,18124.21,8335.79,Corporate,UPI
ORD-0406,2025-09-20,East,Odisha,Cuttack,Kabir,Office Supplies,Paper,Photo Paper,3,900,0.0,2700.0,2204.82,495.18,Small Business,Cash
ORD-0084,2025-09-21,East,West Bengal,Howrah,Rohan,Office Supplies,Writing,Notebook,6,180,0.05,1026.0,726.58,299.42,Consumer,Debit Card
ORD-0086,2025-09-21,North,Haryana,Panipat,Diya,Electronics,Laptops,Laptop Air,7,58000,0.1,365400.0,297889.17,67510.83,Small Business,Cash
ORD-0296,2025-09-23,East,Odisha,Bhubaneswar,Rohan,Furniture,Storage,Filing Cabinet,5,9200,0.0,46000.0,29704.71,16295.29,Small Business,Debit Card
ORD-0092,2025-09-25,West,Maharashtra,Pune,Rohan,Electronics,Accessories,Wireless Earbuds,7,2500,0.15,14875.0,11177.53,3697.47,Corporate,UPI
ORD-0029,2025-09-26,West,Goa,Panaji,Diya,Furniture,Tables,Study Table,4,6500,0.05,24700.0,19115.15,5584.85,Corporate,UPI
ORD-0407,2025-09-26,East,Odisha,Cuttack,Aarav,Electronics,Accessories,Wireless Earbuds,5,2500,0.0,12500.0,8618.38,3881.62,Small Business,UPI
ORD-0212,2025-09-27,South,Karnataka,Mangaluru,Diya,Furniture,Storage,Filing Cabinet,3,9200,0.05,26220.0,16498.82,9721.18,Small Business,UPI
ORD-0556,2025-09-27,West,Rajasthan,Jaipur,Kabir,Electronics,Laptops,Laptop Air,1,58000,0.15,49300.0,33115.15,16184.85,Consumer,Credit Card
ORD-0443,2025-09-27,South,Telangana,Warangal,Aarav,Home Appliances,Kitchen,Electric Kettle,1,1800,0.05,1710.0,1348.07,361.93,Corporate,Debit Card
ORD-0450,2025-09-28,South,Kerala,Thiruvananthapuram,Diya,Office Supplies,Writing,Notebook,2,180,0.0,360.0,299.34,60.66,Corporate,UPI
ORD-0584,2025-09-29,West,Rajasthan,Udaipur,Kabir,Office Supplies,Paper,A4 Paper Pack,6,450,0.05,2565.0,1610.14,954.86,Corporate,Credit Card
ORD-0103,2025-09-29,West,Rajasthan,Udaipur,Meera,Electronics,Mobiles,Smartphone Pro,1,42000,0.05,39900.0,28950.35,10949.65,Consumer,Credit Card
ORD-0354,2025-09-30,North,Haryana,Faridabad,Aarav,Office Supplies,Stationery,Calculator,6,750,0.0,4500.0,3352.78,1147.22,Consumer,Debit Card
ORD-0177,2025-09-30,South,Kerala,Kozhikode,Meera,Office Supplies,Paper,Photo Paper,4,900,0.0,3600.0,2266.64,1333.36,Corporate,UPI
ORD-0208,2025-09-30,North,Uttar Pradesh,Kanpur,Rohan,Electronics,Accessories,Smart Watch,2,6500,0.1,11700.0,8374.99,3325.01,Small Business,Net Banking
ORD-0453,2025-09-30,East,West Bengal,Kolkata,Meera,Furniture,Tables,Conference Table,5,28000,0.15,119000.0,90764.2,28235.8,Consumer,Debit Card
ORD-0461,2025-09-30,West,Rajasthan,Jaipur,Ishita,Furniture,Chairs,Visitor Chair,6,3200,0.0,19200.0,13161.27,6038.73,Consumer,UPI
ORD-0417,2025-10-01,West,Maharashtra,Nagpur,Kabir,Electronics,Accessories,Smart Watch,4,6500,0.0,26000.0,16786.15,9213.85,Consumer,Credit Card
ORD-0437,2025-10-01,East,Odisha,Cuttack,Ananya,Office Supplies,Stationery,Desk Organizer,7,550,0.0,3850.0,2825.81,1024.19,Consumer,Credit Card
ORD-0472,2025-10-01,North,Uttar Pradesh,Kanpur,Diya,Electronics,Accessories,Wireless Earbuds,5,2500,0.05,11875.0,8100.19,3774.81,Consumer,Net Banking
ORD-0301,2025-10-02,South,Karnataka,Mysuru,Ananya,Furniture,Tables,Office Desk,7,14500,0.15,86275.0,68771.52,17503.48,Small Business,Credit Card
ORD-0479,2025-10-03,North,Delhi,Gurugram,Kabir,Electronics,Accessories,Wireless Earbuds,6,2500,0.0,15000.0,11735.96,3264.04,Small Business,Credit Card
ORD-0207,2025-10-04,West,Goa,Panaji,Ananya,Electronics,Laptops,Laptop Pro,3,82000,0.15,209100.0,153813.06,55286.94,Small Business,UPI
ORD-0525,2025-10-04,East,Jharkhand,Jamshedpur,Meera,Electronics,Mobiles,Smartphone Pro,3,42000,0.05,119700.0,92753.96,26946.04,Small Business,Net Banking
ORD-0235,2025-10-05,East,Jharkhand,Ranchi,Ananya,Home Appliances,Kitchen,Electric Kettle,7,1800,0.0,12600.0,7897.76,4702.24,Small Business,Credit Card
ORD-0480,2025-10-05,East,Jharkhand,Jamshedpur,Diya,Furniture,Tables,Study Table,6,6500,0.0,39000.0,31879.67,7120.33,Consumer,Net Banking
ORD-0090,2025-10-05,North,Punjab,Jalandhar,Kabir,Furniture,Chairs,Executive Chair,5,12500,0.05,59375.0,39660.43,19714.57,Consumer,UPI
ORD-0414,2025-10-05,South,Tamil Nadu,Chennai,Kabir,Furniture,Tables,Office Desk,7,14500,0.1,91350.0,60671.89,30678.11,Corporate,Net Banking
ORD-0275,2025-10-05,North,Delhi,Gurugram,Diya,Furniture,Storage,Bookshelf,1,8500,0.05,8075.0,6705.4,1369.6,Corporate,UPI
ORD-0038,2025-10-06,South,Karnataka,Bengaluru,Aarav,Office Supplies,Stationery,Calculator,5,750,0.05,3562.5,2741.58,820.92,Consumer,Credit Card
ORD-0465,2025-10-06,South,Tamil Nadu,Coimbatore,Arjun,Electronics,Laptops,Laptop Pro,3,82000,0.05,233700.0,166154.54,67545.46,Consumer,Cash
ORD-0563,2025-10-08,North,Haryana,Gurugram,Kabir,Electronics,Laptops,Laptop Air,7,58000,0.2,324800.0,262226.6,62573.4,Consumer,Debit Card
ORD-0137,2025-10-09,West,Gujarat,Vadodara,Rohan,Electronics,Laptops,Laptop Pro,2,82000,0.0,164000.0,110019.2,53980.8,Corporate,UPI
ORD-0565,2025-10-09,West,Maharashtra,Nagpur,Rohan,Home Appliances,Cooling,Tower Fan,4,7200,0.05,27360.0,19612.73,7747.27,Consumer,Net Banking
ORD-0478,2025-10-09,East,Odisha,Rourkela,Rohan,Office Supplies,Writing,Ball Pen Set,4,250,0.2,800.0,590.27,209.73,Consumer,UPI
ORD-0494,2025-10-09,West,Gujarat,Vadodara,Diya,Office Supplies,Writing,Ball Pen Set,5,250,0.1,1125.0,717.23,407.77,Corporate,UPI
ORD-0544,2025-10-10,South,Tamil Nadu,Madurai,Diya,Home Appliances,Cooling,Air Cooler,5,12500,0.15,53125.0,40995.06,12129.94,Consumer,Debit Card
ORD-0238,2025-10-11,West,Goa,Margao,Rohan,Office Supplies,Paper,Premium Paper,3,650,0.05,1852.5,1309.59,542.91,Consumer,Credit Card
ORD-0395,2025-10-12,North,Uttar Pradesh,Kanpur,Arjun,Furniture,Tables,Conference Table,2,28000,0.1,50400.0,41951.28,8448.72,Small Business,Credit Card
ORD-0165,2025-10-14,West,Maharashtra,Nagpur,Kabir,Office Supplies,Paper,Photo Paper,6,900,0.1,4860.0,3403.24,1456.76,Corporate,UPI
ORD-0348,2025-10-14,South,Telangana,Hyderabad,Ishita,Office Supplies,Paper,Photo Paper,5,900,0.0,4500.0,3456.04,1043.96,Corporate,Credit Card
ORD-0375,2025-10-15,East,Odisha,Cuttack,Diya,Home Appliances,Kitchen,Air Fryer,4,6500,0.05,24700.0,20286.44,4413.56,Small Business,Credit Card
ORD-0025,2025-10-15,South,Telangana,Warangal,Arjun,Furniture,Storage,Filing Cabinet,2,9200,0.15,15640.0,9939.09,5700.91,Small Business,UPI
ORD-0196,2025-10-16,West,Maharashtra,Mumbai,Aarav,Electronics,Mobiles,Budget Phone,2,14000,0.0,28000.0,21571.93,6428.07,Small Business,UPI
ORD-0074,2025-10-16,East,Bihar,Muzaffarpur,Ishita,Home Appliances,Cleaning,Vacuum Cleaner,1,9800,0.1,8820.0,6979.14,1840.86,Consumer,Debit Card
